pid,link,name,price,brand
315892,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nv-r7-lp031w,"Laptop Asus TUF Gaming A15 FA507NV - LP031W (R7 7735HS, 16GB, 512GB, RTX 4060 8GB, Full HD 144Hz, Win11)",27690000.0,Asus
327408,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-9h8h1pt,"Laptop HP Probook 450 G10 - 9H8H1PT (i7 1355U, 16GB, 512GB, Full HD, Win11)",23990000.0,HP
334444,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000jvn,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000JVN (i7 13620H, 16GB, 512GB, WUXGA, Win11)",18990000.0,Lenovo
339648,https://www.thegioididong.com/laptop/lenovo-legion-5-15iax10-ultra-7-255hx-83f0003bvn,"Laptop Lenovo Gaming Legion 5 15IAX10 - 83F0003BVN (Ultra 7 255HX, 32GB, 1TB, RTX 5070 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",53990000.0,Lenovo
341611,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wek-i5-14450hx-286vn,"Laptop MSI Gaming Katana 15 HX B14WEK - 286VN (i5 14450HX, 16GB, 512GB, RTX5050 8GB, QHD 165Hz, Win11)",31690000.0,MSI
321468,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,"Laptop Asus Zenbook 14 OLED UX3405MA - PP152W (Ultra 7 155H, 32GB, 1TB, 2.8K OLED 120Hz, Win11)",30990000.0,Asus
322099,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn,"Laptop MSI Gaming Cyborg 15 AI A1VEK - 053VN (Ultra 7 155H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",28690000.0,MSI
330165,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd2,"Laptop Dell Inspiron 15 3530 - P16WD2 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",17990000.0,Dell
334798,https://www.thegioididong.com/laptop/asus-zenbook-duo-ux8406ca-ultra-9-pz109ws,"Laptop Asus Zenbook DUO UX8406CA - PZ109WS (Ultra 9 285H, 32GB, 1TB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24+365, Win11)",57990000.0,Asus
315911,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3095tu-i5-8c5l6pa?utm_flashsale=1,"Laptop HP Pavilion 15 eg3095TU - 8C5L6PA (i5 1335U, 8GB, 512GB, Full HD, Win11)",15690000.0,HP
341752,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i7-13620h-gaming-a16-cvhi3vn893sh,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CVHI3VN893SH (i7 13620H, 16GB, 512GB, RTX5060 8GB, WUXGA 165Hz, Win11)",31490000.0,GIGABYTE
337241,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14irh10-i7-83k00009vn,"Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K00009VN (i7 13620H, 24GB, 512GB, WUXGA, Win11)",19990000.0,Lenovo
339658,https://www.thegioididong.com/laptop/lenovo-thinkpad-t14s-ultra-7-21r1000avn,"Laptop Lenovo ThinkPad T14s - 21R1000AVN (Ultra 7 255H, 32GB, 512GB, WUXGA, Win11 Pro)",43590000.0,Lenovo
320431,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w,"Laptop Asus Zenbook 14 OLED UX3405MA (Ultra 5 125H, 16GB, 512GB, 2.8K OLED 120Hz, Win11)",25990000.0,Asus
327974,https://www.thegioididong.com/laptop/asus-fx507zc4-i7-hn181w,"Laptop Asus TUF Gaming F15 FX507ZC4 - HN181W (i7 12700H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",22890000.0,Asus
